X,Y,Z,SAMPLE_ID,SAMPLE_FIE,SAMPLE_DAT,LAT_DEG,LONG_DEG,YEAR_CONST,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,As,Al,B_,Ba,Ca,Co,Cr,Cu,Fe,K_,Li,Mg,Mn,Na,P_,Si,SO4,Sr,V_,Zn
272690.424588447,2531180.95360179,0,S98_00701,"RIP3491, BTS101",06/03/1998,22.873100000000001,90.784400000000005,"1992",Shallow HP TW,10.699999999999999,Chittagong,Lakshmipur,Lakshmipur Sadar,Shakchar,Char Ramani Mohan,2514385190,"13",< 0.04,"0.27","0.096","49.6",< 0.008,< 0.02,< 0.008,"1.17","11.1",< 0.003,"32.7","0.624",211.000000000000000,"0.7","12.2","1.2","0.304",< 0.006,"0.049"
282592.049422311,2547241.70415667,0,S98_00718,"RIP3492, BTS118",08/03/1998,23.019400000000001,90.878600000000006,"1971",Shallow HP TW,12.199999999999999,Chittagong,Lakshmipur,Lakshmipur Sadar,Baksipur,Nandigram,2514310666,"256",< 0.04,"0.04","0.01","56.9",< 0.008,< 0.02,< 0.008,"1.74","6.9",< 0.003,"29.9","0.447",7.900000000000000,"1.2","13.9",< 0.2,"0.246",< 0.006,"0.031"
290822.108444954,2541098.84893868,0,S98_00724,"RIP3493, BTS124",10/03/1998,22.965000000000000,90.959699999999998,"1995",Private HP TW,12.199999999999999,Chittagong,Lakshmipur,Lakshmipur Sadar,Uttar Joypur,Chandra Prabhabag,2514395147,"38",< 0.04,"0.26","0.013","16.6",< 0.008,< 0.02,< 0.008,"0.317","7.1","0.003","15.7","0.231",205.000000000000000,"0.6","13.8","1.5","0.108",< 0.006,"0.021"
292269.016663691,2536681.29659209,0,S98_00727,"RIP3498, BTS127",10/03/1998,22.925300000000000,90.974400000000003,"1997",Private HP TW,262.100000000000023,Chittagong,Lakshmipur,Lakshmipur Sadar,Chandraganj,Ganipur,2514320346,"8",< 0.04,"0.03","0.383","111",< 0.008,< 0.02,< 0.008,"9.46","6.9","0.018","75.8","0.294",201.000000000000000,"0.3","27.2","4.9","0.873",< 0.006,"0.067"
288359.791466294,2530089.43642876,0,S98_00733,"RIP3494, BTS133",11/03/1998,22.865300000000001,90.937200000000004,"1993",Private HP TW,7.900000000000000,Chittagong,Lakshmipur,Lakshmipur Sadar,Kushakhali,Madna,2514355579,< 6,"0.07","0.82","0.073","81",< 0.008,< 0.02,< 0.008,"0.59","30.2","0.012","124","1.17",1090.000000000000000,"0.5","10.3","265","0.797","0.009","0.054"
285117.060317276,2528717.28525965,0,S98_00734,"RIP3499, BTS134",11/03/1998,22.852499999999999,90.905799999999999,"1990",Village HP TW,182.900000000000006,Chittagong,Lakshmipur,Lakshmipur Sadar,Kushakhali,Farasganj,2514355315,< 6,< 0.04,"0.05","0.069","27.9",< 0.008,< 0.02,< 0.008,"0.716","6","0.006","16.9","0.051",43.799999999999997,"0.2","21.4",< 0.2,"0.216",< 0.006,< 0.008
280853.903178485,2529243.68337556,0,S98_00736,"RIP3495, BTS136",11/03/1998,22.856700000000000,90.864199999999997,"1991",Unicef/DPHE HP TW,7.900000000000000,Chittagong,Lakshmipur,Lakshmipur Sadar,Bhabaniganj,Char Monasa,2514315181,"15",< 0.04,"0.25","0.014","28.3",< 0.008,< 0.02,< 0.008,"0.154","12.4",< 0.003,"22.4","0.295",203.000000000000000,"0.3","10.5","6.9","0.176",< 0.006,"0.012"
271999.063235975,2537738.58927473,0,S98_00749,"RIP3496, BTS149",14/03/1998,22.932200000000002,90.776700000000005,"1994",Private HP TW,7.900000000000000,Chittagong,Lakshmipur,Lakshmipur Sadar,Char Ruhita,Char Ruhita,2514330194,"65",< 0.04,"0.16","0.052","81.1",< 0.008,< 0.02,< 0.008,"3.12","11.9",< 0.003,"67.2","1.79",60.700000000000003,"0.5","11.6","17.9","0.444",< 0.006,< 0.008
277409.408837773,2537934.66356905,0,S98_00752,"RIP3500, BTS152",14/03/1998,22.934699999999999,90.829400000000007,"1992","Urban supply well, DPTW1",318.000000000000000,Chittagong,Lakshmipur,Lakshmipur Sadar,Lakshmipur Paurashava,,2514357,< 6,< 0.04,"0.04","0.068","24",< 0.008,< 0.02,< 0.008,"1.19","3.7","0.004","16.9","0.076",32.299999999999997,"0.3","27.2",< 0.2,"0.209",< 0.006,< 0.008
281010.546851443,2538624.10582493,0,S98_00756,"RIP3497, BTS156",15/03/1998,22.941400000000002,90.864400000000003,"1991",Private HP TW,14.000000000000000,Chittagong,Lakshmipur,Lakshmipur Sadar,Laharkandi,Athiatali,251436056,"142",< 0.04,"0.08","0.011","22",< 0.008,< 0.02,< 0.008,"3.92","4.6","0.004","18.6","1.29",48.600000000000001,"0.4","15.5","0.8","0.13",< 0.006,"0.352"
172222.739603922,2606204.50898453,0,S98_00777,"RIP1961, BTS211",07/03/1998,23.533100000000001,89.790000000000006,"1994",Private HP TW,26.199999999999999,Dhaka,Faridpur,Faridpur Sadar,Kanaipur,Solakunda,3294763931,"41",< 0.04,"0.02","0.155","115",< 0.008,< 0.02,< 0.008,"5.69","3.9",< 0.003,"23.2","0.754",13.100000000000000,"1.4","14.1",< 0.2,"0.293",< 0.006,"0.016"
180145.71582996,2606206.63182482,0,S98_00781,"RIP1962, BTS215",08/03/1998,23.534700000000001,89.867500000000007,"1995",Private HP TW,32.000000000000000,Dhaka,Faridpur,Faridpur Sadar,Greda,Jayar,3294739532,"162",< 0.04,"0.05","0.081","49.2",< 0.008,< 0.02,< 0.008,"3.37","6.1",< 0.003,"37","0.041",14.000000000000000,"2.1","17.1",< 0.2,"0.26",< 0.006,< 0.008
181256.554844851,2613078.70360012,0,S98_00784,"RIP1963, BTS218",08/03/1998,23.596900000000002,89.876900000000006,"1968",Private HP TW,20.100000000000001,Dhaka,Faridpur,Faridpur Sadar,Aliabad,Bhajandanga,329477120,"57",< 0.04,"0.02","0.136","129",< 0.008,< 0.02,< 0.008,"2.21","3.9",< 0.003,"25.9","1.26",9.600000000000000,"0.3","14.1","0.4","0.428",< 0.006,< 0.008
169874.771466037,2620361.92733424,0,S98_00791,"RIP1964, BTS224",09/03/1998,23.660299999999999,89.763900000000007,"1978",Private HP TW,28.000000000000000,Dhaka,Faridpur,Faridpur Sadar,Ishan Gopalpur,Durgapur,3294747367,"245",< 0.04,"0.03","0.168","125",< 0.008,< 0.02,< 0.008,"5.97","5.2",< 0.003,"28.4","2.86",14.400000000000000,"0.6","11.8",< 0.2,"0.45",< 0.006,"0.014"
177483.328699443,2611564.9707277,0,S98_00796,"RIP1969, BTS228",10/03/1998,23.582500000000000,89.840299999999999,"1990",Campus HP TW,137.199999999999989,Dhaka,Faridpur,Faridpur Sadar,Kaijuri,Habeli Rajapur,3294755475,< 6,< 0.04,"0.1","0.123","67.2",< 0.008,< 0.02,< 0.008,"1.73","3.4","0.007","28.4","0.371",148.000000000000000,"0.3","19.6",< 0.2,"0.353",< 0.006,"0.015"
174737.052380202,2612147.01897287,0,S98_00798,"RIP1970, BTS230",10/03/1998,23.587199999999999,89.813299999999998,"1988",HP TW,213.400000000000006,Dhaka,Faridpur,Faridpur Sadar,Faridpur Paurashava,,3294719,< 6,< 0.04,"0.05","0.229","125",< 0.008,< 0.02,< 0.008,"5.74","5.1","0.009","49.1","0.133",67.299999999999997,< 0.2,"10.2","0.2","0.58",< 0.006,"6.27"
177343.190988361,2620926.18192816,0,S98_00818,"RIP1965, BTS249",13/03/1998,23.666899999999998,89.836900000000000,"1987",Private HP TW,21.899999999999999,Dhaka,Faridpur,Faridpur Sadar,Char Madhabdia,Dakshin (S) Decree Char Madabdia,3294723310,< 6,< 0.04,"0.03","0.125","115",< 0.008,< 0.02,< 0.008,"0.119","5.3",< 0.003,"24.3","0.884",12.900000000000000,< 0.2,"10.9","21.7","0.415",< 0.006,< 0.008
164952.020276081,2611048.70123423,0,S98_00821,"RIP1966, BTS252",14/03/1998,23.575299999999999,89.717799999999997,"1997",Private HP TW,18.300000000000001,Dhaka,Faridpur,Faridpur Sadar,Krishnanagar,Bhabukdia,3294771114,"132",< 0.04,"0.03","0.151","122",< 0.008,< 0.02,"0.009","5.57","3.3",< 0.003,"27.5","0.651",17.600000000000001,"1.1","14.4",< 0.2,"0.357",< 0.006,"0.009"
172791.230624053,2615151.06354468,0,S98_00824,"RIP1967, BTS254",14/03/1998,23.613900000000001,89.793599999999998,"1995",Private HP TW,15.800000000000001,Dhaka,Faridpur,Faridpur Sadar,Majchar,Dayarampur,3294779316,"10",< 0.04,"0.02","0.094","92.1",< 0.008,< 0.02,< 0.008,"0.604","3.5",< 0.003,"22.2","0.557",13.300000000000001,< 0.2,"15.4","13.5","0.35",< 0.006,< 0.008
176940.500006217,2611510.44270322,0,S98_00829,"RIP1968, BTS259",15/03/1998,23.581900000000001,89.834999999999994,"1994",Private HP TW,36.600000000000001,Dhaka,Faridpur,Faridpur Sadar,Kaijuri,Habeli Rajapur,3294755475,< 6,< 0.04,"0.03","0.078","67",< 0.008,< 0.02,< 0.008,"11","4","0.003","46.9","0.088",17.000000000000000,"3.2","38","0.3","0.363",< 0.006,< 0.008
21491.6328678402,2729069.26111848,0,S98_00854,"RIP2261, BTS301",21/03/1998,24.601700000000001,88.276700000000005,"1990",Tara pump DPHE,34.000000000000000,Rajshahi,Nawabganj,Nawabganj Sadar,Nawabganj Paurashava,Paurashava,5706696,"35",< 0.04,"0.01","0.152","110",< 0.008,< 0.02,< 0.008,"0.627","5.6",< 0.003,"26.6","0.764",28.600000000000001,"0.2","14.5","18.7","0.254",< 0.006,"0.008"
31943.6366561934,2733001.57780864,0,S98_00858,"RIP2262, BTS305",22/03/1998,24.640300000000000,88.378299999999996,"1995",Private HP TW,42.700000000000003,Rajshahi,Nawabganj,Nawabganj Sadar,Jhilim,Jalahar,5706644471,< 6,< 0.04,"0.04","0.062","75.4",< 0.008,< 0.02,< 0.008,"0.045","0.8","0.005","24.7","0.035",54.500000000000000,"0.2","18","3.9","0.391",< 0.006,< 0.008
17711.9607796479,2733144.12847759,0,S98_00871,"RIP2263, BTS317",23/03/1998,24.637200000000000,88.238100000000003,"1990",Private HP TW,29.000000000000000,Rajshahi,Nawabganj,Nawabganj Sadar,Baliadanga,Arazi Simultala,570661151,< 6,< 0.04,< 0.01,"0.064","86.4",< 0.008,< 0.02,< 0.008,"1.52","1.3",< 0.003,"13.5","0.389",17.199999999999999,< 0.2,"8.44","6.8","0.281",< 0.006,< 0.008
20464.1350869779,2738726.2721153,0,S98_00877,"RIP2264, BTS322",24/03/1998,24.688300000000002,88.263300000000001,"1987",Private HP TW,29.000000000000000,Rajshahi,Nawabganj,Nawabganj Sadar,Gobratala,Arunbari,570663356,< 6,< 0.04,"0.02","0.142","178",< 0.008,< 0.02,< 0.008,"1.02","4.7",< 0.003,"35.2","1.65",39.200000000000003,< 0.2,"12.3","99.2","0.396",< 0.006,"0.011"
25458.4033828544,2734577.05443047,0,S98_00881,"RIP2265, BTS326",24/03/1998,24.652500000000000,88.313900000000004,"1993",Private Tara pump,38.100000000000001,Rajshahi,Nawabganj,Nawabganj Sadar,Gobratala,Amarak,570663322,< 6,< 0.04,"0.02","0.039","47.2",< 0.008,< 0.02,< 0.008,"0.022","0.7","0.008","12.4","0.02",22.399999999999999,< 0.2,"20.3",< 0.2,"0.22",< 0.006,"0.022"
14280.4514314153,2726196.91407478,0,S98_00883,"RIP2266, BTS327",25/03/1998,24.573599999999999,88.206699999999998,"1988",Private Tara pump,33.500000000000000,Rajshahi,Nawabganj,Nawabganj Sadar,Sundorpur,Kalinagar,5706694494,"8",< 0.04,"0.02","0.093","81",< 0.008,< 0.02,< 0.008,"0.461","4.5",< 0.003,"17.8","0.57",8.699999999999999,< 0.2,"13.1",< 0.2,"0.305",< 0.006,"0.047"
20338.1107110458,2720342.98215405,0,S98_00890,"RIP2267, BTS334",25/03/1998,24.522800000000000,88.268299999999996,"1998",Private HP TW,19.800000000000001,Rajshahi,Nawabganj,Nawabganj Sadar,Debinagar,Debinagar,5706627295,< 6,< 0.04,"0.02","0.115","102",< 0.008,< 0.02,< 0.008,"0.298","5.6",< 0.003,"23.8","0.435",11.199999999999999,< 0.2,"9.33","9.8","0.326",< 0.006,< 0.008
11465.7984814903,2718361.63970133,0,S98_00891,"RIP2268, BTS335",26/03/1998,24.502199999999998,88.181700000000006,"1994",Private HP TW,21.300000000000001,Rajshahi,Nawabganj,Nawabganj Sadar,Char Bagadanga,Mal Bagadanga,5706622614,"14",< 0.04,< 0.01,"0.075","72.7",< 0.008,< 0.02,< 0.008,"0.171","4",< 0.003,"15.1","0.607",5.200000000000000,< 0.2,"10.5","2.2","0.255",< 0.006,< 0.008
17825.5517167101,2716163.07847174,0,S98_00894,"RIP2269, BTS338",26/03/1998,24.484400000000001,88.245000000000005,"1988",Private HP TW,21.300000000000001,Rajshahi,Nawabganj,Nawabganj Sadar,Alatuli,Roninagar,570665830,< 6,< 0.04,"0.01","0.089","79.5",< 0.008,< 0.02,< 0.008,"0.047","4.8",< 0.003,"14.3","0.419",12.900000000000000,< 0.2,"8.49","13","0.264",< 0.006,"0.035"
28741.6037192012,2729899.34677294,0,S98_00910,"RIP2270, BTS353",28/03/1998,24.611400000000000,88.347800000000007,"1986",Private Tara pump,41.100000000000001,Rajshahi,Nawabganj,Nawabganj Sadar,Jhilim,Pustampur,5706644790,< 6,< 0.04,"0.04","0.092","86.7",< 0.008,< 0.02,< 0.008,"0.016","1.1","0.013","34.1","0.135",57.799999999999997,< 0.2,"15.1","9.6","0.533",< 0.006,"0.019"
256092.452718359,2616633.56853817,0,S98_02451,RIP0001,04/03/1998,23.641999999999999,90.608999999999995,"1986",STW,41.000000000000000,Dhaka,Narayanganj,Sonargaon,Aminpur,Aminpur,3670408017,"324",< 0.04,"0.03","0.066","48.6",< 0.008,< 0.02,< 0.008,"8.87","3.4",< 0.003,"12.9","1.91",14.000000000000000,"1.1","13.2",< 0.2,"0.222",< 0.006,"0.155"
247369.788468544,2625758.12724563,0,S98_02452,RIP0009,10/03/1998,23.722999999999999,90.522000000000006,"1992",STW,59.000000000000000,Dhaka,Narayanganj,Rupganj,Tarabo,Dighi baraba,3676887347,< 6,< 0.04,< 0.01,"0.042","37.9",< 0.008,< 0.02,< 0.008,"0.199","1.4","0.006","14.4","0.038",49.600000000000001,< 0.2,"29.3","13.9","0.236",< 0.006,< 0.008
259008.573555229,2638524.41241532,0,S98_02453,RIP0014,11/03/1998,23.840000000000000,90.634000000000000,"1992",STW,36.000000000000000,Dhaka,Narayanganj,Araihazar,Satgram,Bara nogaon,3670287118,< 6,< 0.04,"0.1","0.043","6.84",< 0.008,< 0.02,< 0.008,"0.128","2.2","0.006","5.71","0.182",169.000000000000000,"0.3","17.3","1","0.0752",< 0.006,< 0.008
247302.32813967,2621880.81805125,0,S98_02454,RIP0020,12/03/1998,23.687999999999999,90.522000000000006,"1990",STW,66.000000000000000,Dhaka,Narayanganj,Shiddirganj,Shiddirganj,Shiddirganj,3678063773,< 6,< 0.04,"0.03","0.309","83.4","0.009",< 0.02,< 0.008,"2.5","1.6",< 0.003,"35.3","8.39",52.200000000000003,"0.4","22.7",< 0.2,"0.52","0.007","0.008"
242976.330878501,2619629.52047871,0,S98_02455,RIP0023,12/03/1998,23.667000000000002,90.480000000000004,"1997",STW,31.000000000000000,Dhaka,Narayanganj,Fatulla,Kutubpur,Deolpara,3672079379,< 6,< 0.04,"0.1","0.036","33.7",< 0.008,< 0.02,< 0.008,"0.425","2.3","0.011","14.8","0.281",207.000000000000000,"0.7","20.6","2.1","0.239",< 0.006,< 0.008
216452.723856458,2636194.31193656,0,S98_02456,RIP0025,15/03/1998,23.812000000000001,90.216999999999999,"1973",STW,58.000000000000000,Dhaka,Manikganj,Singair,Dhalla,Ulail,3568243944,< 6,< 0.04,"0.02","0.041","44.8",< 0.008,< 0.02,< 0.008,"0.396","1.6","0.019","17.9","0.299",23.399999999999999,< 0.2,"21.1",< 0.2,"0.275",< 0.006,< 0.008
244818.028519725,2614056.35626922,0,S98_02457,RIP0030,12/03/1998,23.617000000000001,90.498999999999995,"1995",STW,62.000000000000000,Dhaka,Narayanganj,Narayanganj Sadar,Ward no-05,D.n. road,3675805219,"9",< 0.04,"0.13","0.058","43.4",< 0.008,< 0.02,< 0.008,"0.079","3","0.006","34.4","2.3",167.000000000000000,"0.7","18.4","0.2","0.358","0.006","0.059"
245937.004725648,2613815.19159609,0,S98_02458,RIP0033,12/03/1998,23.614999999999998,90.510000000000005,"1997",STW,61.000000000000000,Dhaka,Narayanganj,Bandar,Bandar,Bandar,3670615082,< 6,< 0.04,"0.07","0.133","63.1",< 0.008,< 0.02,< 0.008,"0.191","5","0.007","69.7","2.28",80.200000000000003,"0.3","17.9","7.6","0.566",< 0.006,< 0.008
193115.401056666,2646649.12959394,0,S98_02459,RIP0035,15/03/1998,23.902000000000001,89.986000000000004,"1998",STW,15.000000000000000,Dhaka,Manikganj,Manikganj Sadar,Garpara,Panjankhara,3564631250,< 6,"0.28",< 0.01,"0.041","97.9",< 0.008,< 0.02,< 0.008,"1.65","1.7",< 0.003,"22.4","0.967",6.820000000000000,< 0.2,"12.6","3.8","0.179",< 0.006,"0.298"
176982.26015856,2640903.81813347,0,S98_02460,RIP0042,16/03/1998,23.847000000000001,89.828999999999994,"1997",STW,52.000000000000000,Dhaka,Manikganj,Shibalaya,Ulail,Sibrampur,3567871890,"41",< 0.04,"0.08","0.196","79.9",< 0.008,< 0.02,< 0.008,"8.58","4.4",< 0.003,"32","0.133",50.399999999999999,"1.9","25.2",< 0.2,"0.351",< 0.006,"0.04"
177385.187606286,2654311.62836805,0,S98_02461,RIP0048,18/03/1998,23.968000000000000,89.829999999999998,"1985",DTW,82.000000000000000,Dhaka,Manikganj,Daulatpur (M),Chakmirpur,Chakmirpur,3561028206,"46",< 0.04,"0.05","0.138","79.2",< 0.008,< 0.02,< 0.008,"2.82","3.9","0.005","25.4","0.195",32.799999999999997,"0.4","18.6",< 0.2,"0.364",< 0.006,"0.014"
185565.325494829,2632287.80125756,0,S98_02462,RIP0050,16/03/1998,23.771000000000001,89.915000000000006,"1980",STW,31.000000000000000,Dhaka,Manikganj,Harirampur,Chala,Kalikapur,3562836,"60",< 0.04,"0.02","0.221","89.7",< 0.008,< 0.02,< 0.008,"5.44","8.3",< 0.003,"39.4","0.343",34.500000000000000,"0.6","18.3",< 0.2,"0.584",< 0.006,"0.134"
188216.466560719,2641654.40438025,0,S98_02463,RIP0057,18/03/1998,23.856000000000002,89.938999999999993,"1980",STW,44.000000000000000,Dhaka,Manikganj,Ghior,Baniajuri,Baniajuri,3562223111,"89",< 0.04,"0.02","0.14","74.3",< 0.008,< 0.02,< 0.008,"14.3","4.5",< 0.003,"22.1","0.454",15.000000000000000,"1.1","20.8",< 0.2,"0.329",< 0.006,"0.017"
199228.902901254,2656275.79507427,0,S98_02464,RIP0074,21/04/1998,23.989999999999998,90.043999999999997,"1978",HTW,24.000000000000000,Dhaka,Manikganj,Saturia,Baliati,Baliati,3567019060,"20",< 0.04,"0.02","0.121","53",< 0.008,< 0.02,< 0.008,"10.4","2.6",< 0.003,"23.7","0.67",8.470000000000002,"1","20","1.2","0.17",< 0.006,"0.046"
216380.329388124,2648055.98746203,0,S98_02465,RIP0084,21/04/1998,23.919000000000000,90.213999999999999,"1995",Tara,65.000000000000000,Dhaka,Dhaka,Dhamrai,Dhamrai,Dhamrai,3261435354,< 6,< 0.04,< 0.01,"0.066","96.9",< 0.008,< 0.02,< 0.008,"0.145","3.5","0.011","24.3","0.392",38.700000000000003,< 0.2,"31.9","27.3","0.722",< 0.006,"0.035"
220987.265871026,2638655.31580914,0,S98_02466,RIP0092,22/04/1998,23.835000000000001,90.260999999999996,"1984",DTW,115.000000000000000,Dhaka,Dhaka,Savar,Savar,Dakshin dariapur,3267278296,< 6,< 0.04,< 0.01,"0.024","19.8",< 0.008,< 0.02,< 0.008,"0.166","1.9","0.004","6.33","0.029",20.600000000000001,< 0.2,"30.1","0.3","0.155","0.008","0.034"
229464.538621953,2623088.54420251,0,S98_02467,RIP0102,22/04/1998,23.696000000000002,90.346999999999994,"1992",STW,43.000000000000000,Dhaka,Dhaka,Keraniganj,Basta,Konakhola,3263808641,< 6,< 0.04,< 0.01,"0.043","57.2",< 0.008,< 0.02,< 0.008,"0.09","2.9","0.005","18.4","0.086",23.000000000000000,< 0.2,"24.2","33.9","0.408",< 0.006,"0.015"
206635.362908997,2614663.68918584,0,S98_02468,RIP0110,23/04/1998,23.616000000000000,90.125000000000000,"1997",STW,60.000000000000000,Dhaka,Dhaka,Dohar,Joypara,Joypara,3261810410,"184",< 0.04,"0.04","0.271","113",< 0.008,< 0.02,< 0.008,"8.85","6","0.005","47.7","0.227",29.899999999999999,"1.4","21.9","1.4","0.579",< 0.006,"0.015"
207427.937601259,2618527.44932611,0,S98_02469,RIP0118,23/04/1998,23.651000000000000,90.132000000000005,"1994",STW,20.000000000000000,Dhaka,Dhaka,Nawabganj (Dh),Bandura,Magirkanda,3266220637,"133",< 0.04,"0.03","0.107","74.1",< 0.008,< 0.02,< 0.008,"1.56","1.9","0.004","21.1","1.41",76.200000000000003,"0.6","17.1","1","0.61",< 0.006,"0.013"
138913.075201987,2544088.78342832,0,S98_02470,RIP1001,23/03/1998,22.966000000000001,89.478999999999999,"1985",DTW,262.000000000000000,Khulna,Khulna,Phultala,Damodarpur,Damodal,4476938331,< 6,< 0.04,"0.13","0.041","31.7",< 0.008,< 0.02,< 0.008,"0.042","2.7","0.003","15.2","0.021",110.000000000000000,< 0.2,"12.1",< 0.2,"0.235",< 0.006,"0.133"
142419.103920393,2518608.09292016,0,S98_02471,RIP1009,24/03/1998,22.736999999999998,89.519000000000005,"1979",DTW,187.000000000000000,Khulna,Khulna,Batiaghata,Batiaghata,Hetalburia,4471235059,< 6,< 0.04,"0.3","0.047","35.5",< 0.008,< 0.02,< 0.008,"0.124","4.2","0.007","19.1","0.077",196.000000000000000,"0.5","9.38",< 0.2,"0.326",< 0.006,"0.008"
122030.340276912,2501242.31628678,0,S98_02472,RIP1016,25/03/1998,22.576000000000001,89.325000000000003,"1991",STW,49.000000000000000,Khulna,Khulna,Paikgachha,Soladana,Paikgachha,4476489772,"130",< 0.04,"0.19","0.706","193",< 0.008,< 0.02,< 0.008,"6.75","14.6","0.008","114","0.127",513.000000000000000,"2.1","20.6","0.9","1.15",< 0.006,"0.01"
93176.7871822403,2528056.96076802,0,S98_02473,RIP1029,27/03/1998,22.811000000000000,89.037999999999997,"1985",STW,34.000000000000000,Khulna,Satkhira,Satkhira Sadar,Jhaodanga,Jhaodanga,4878267401,"109",< 0.04,"0.03","0.238","114",< 0.008,< 0.02,< 0.008,"7.03","3.5","0.003","26.3","0.064",16.600000000000001,"0.8","20.4","0.2","0.343",< 0.006,< 0.008
158225.67237911,2539867.3601517,0,S98_02474,RIP1031,23/03/1998,22.931999999999999,89.668000000000006,"1994",STW,26.000000000000000,Khulna,Khulna,Terokhada,Terokhada,Terokhada,4479481994,"114",< 0.04,"0.11","0.107","72",< 0.008,< 0.02,< 0.008,"2.31","4.1","0.003","17.3","0.039",201.000000000000000,"2.4","19.4","1","0.27",< 0.006,< 0.008
139942.260607317,2500811.11806618,0,S98_02475,RIP1037,24/03/1998,22.576000000000001,89.498999999999995,,STW,41.000000000000000,Khulna,Khulna,Dacope,Chalna,Baraikhal,4471731119,"12","0.07","0.83","0.211","75.8",< 0.008,< 0.02,< 0.008,"1.58","17.7","0.008","103","0.066",2460.000000000000000,"4.5","20.4","2","0.678","0.008","0.016"
155531.337762254,2525291.37410601,0,S98_02476,RIP1040,25/03/1998,22.800000000000001,89.644999999999996,"1987",DTW,131.000000000000000,Khulna,Khulna,Rupsa,T.S Bahirdia,Taltala,4477581949,"89",< 0.04,"0.07","0.082","72.8",< 0.008,< 0.02,< 0.008,"0.432","5.6","0.007","41.5","0.052",34.600000000000001,"0.9","17.7",< 0.2,"0.391",< 0.006,< 0.008
145865.072144197,2529617.32101348,0,S98_02477,RIP1050,26/03/1998,22.837000000000000,89.549999999999997,"1986",DTW,312.000000000000000,Khulna,Khulna,Khulna Metro,Ward-10,Khalispur,4476310250,< 6,< 0.04,"0.19","0.113","40.1",< 0.008,< 0.02,< 0.008,"0.525","5.3","0.008","20.8","0.033",186.000000000000000,"0.2","12.4",< 0.2,"0.318",< 0.006,< 0.008
144454.410834794,2535195.46587071,0,S98_02478,RIP1061,23/03/1998,22.887000000000000,89.534999999999997,"1997",DTW,282.000000000000000,Khulna,Khulna,Dighalia,Dighalia,Dighalia,4474057379,< 6,< 0.04,"0.15","0.579","155",< 0.008,< 0.02,< 0.008,"0.614","7.5","0.015","82.3","0.091",315.000000000000000,"0.8","13.8","1.1","1.17",< 0.006,"0.011"
141639.44904392,2533487.5388751,0,S98_02479,RIP1066,23/03/1998,22.870999999999999,89.507999999999996,"1979",STW,60.000000000000000,Khulna,Khulna,Dighalia,Deana,Arunghat,4474047047,"73",< 0.04,"0.26","0.303","55.7",< 0.008,< 0.02,< 0.008,"4.28","3.6","0.013","47.2","0.126",804.000000000000000,"2.4","12.9","0.6","0.465",< 0.006,"0.012"
132563.183787579,2527937.95347805,0,S98_02480,RIP1068,23/03/1998,22.818999999999999,89.421000000000006,"1997",STW,59.000000000000000,Khulna,Khulna,Dumuria,Dumuria,Arzi Dumuria,4473039834,< 6,< 0.04,"0.16","0.04","31.8",< 0.008,< 0.02,< 0.008,"0.07","0.7","0.013","18.4","0.442",381.000000000000000,"0.4","16.4","0.9","0.174","0.006","0.028"
161744.956824227,2522712.11083914,0,S98_02481,RIP1076,25/03/1998,22.777999999999999,89.706000000000003,"1994",STW,39.000000000000000,Khulna,Bagerhat,Fakirhat,Bahirdia Mansa,Attaka,4013410014,"121",< 0.04,"0.03","0.128","116",< 0.008,< 0.02,< 0.008,"0.352","3.2","0.004","23.7","0.719",16.500000000000000,"0.3","15.9","2.4","0.296",< 0.006,"0.016"
90564.3074867278,2495836.69283292,0,S98_02482,RIP1089,27/03/1998,22.520000000000000,89.021000000000001,"1975",STW,20.000000000000000,Khulna,Satkhira,Kaliganj (S),Nalta,Nalta,4874779679,"100",< 0.04,"0.05","0.223","121",< 0.008,< 0.02,< 0.008,"6.1","4.8",< 0.003,"38.7","0.129",28.100000000000001,"2.1","16.8","1.3","0.476",< 0.006,< 0.008
92975.2690144881,2508976.85751089,0,S98_02483,RIP1097,28/03/1998,22.638999999999999,89.040999999999997,"1991",STW,39.000000000000000,Khulna,Satkhira,Debhata,Kulia,Kulia,4872531634,"176",< 0.04,"0.12","0.289","100",< 0.008,< 0.02,< 0.008,"3.29","4.3","0.005","32.6","0.056",278.000000000000000,"1.3","16.7","1","0.398",< 0.006,"0.01"
166173.402201702,2527714.38701537,0,S98_02484,RIP1104,31/03/1998,22.824000000000002,89.748000000000005,"1995",STW,34.000000000000000,Khulna,Bagerhat,Mollahat,Gaola,Gaola,4015647365,"124",< 0.04,"0.04","0.226","131",< 0.008,< 0.02,< 0.008,"13.4","3.7","0.004","34.7","0.128",33.500000000000000,"1.2","23.4","1.1","0.413",< 0.006,"0.008"
155615.817699399,2497124.48732244,0,S98_02485,RIP1111,01/04/1998,22.545999999999999,89.652000000000001,"1990",STW,26.000000000000000,Khulna,Bagerhat,Rampal,Perikhali,Perikhali,4017371766,"505","0.04","0.05","0.328","291",< 0.008,< 0.02,< 0.008,"7.16","6.5","0.003","63.4","0.297",127.000000000000000,"1.7","13.4","1","1.06",< 0.006,"0.008"
